VEICULOS;PLACA;RENAVAM;OBSERVAÇÕES;DATA;DONO;SITUAÇÃO;VALOR DE COMPRA R$
VW VOYAGE 1.0 2010/2011 PRATA;MTU3G81;255172052;COMPRADO NA TROCA DA DUSTER KPR2H62;;;RENAVE;R$ 20.000,00
FORD FIESTA 1.6 FLEX 2011/2011 PRETO;MTR8492;322379806;COMPRADO NA ESPLACAR;;;RENAVE;R$ 20.000,00
FORD FIESTA 1.6 FLEX 2012/2013 PRETO;ODJ9C33;471768871;COMPRADO NA TROCA DO PRISMA PPU6G83;;;RENAVE;R$ 26.000,00
FORD KA 2009/2009 PRETO;KXT3F42;158933605;COMPRADO NA TROCA DO HB20 OUD2F63;;;RENAVE;R$ 12.000,00
VW SPACEFOX 2006/2007 CINZA;MQS4C05;883780119;COMPRADO NA TROCA DO ONIX LLY5E61;;;RENAVE;R$ 20.000,00
FORD NEW FIESTA HÁ 1.5 2013/2014 PRATA;OYD2134;597488274;COMPRADO NA EXCLUSIVA;;;CONCESSIONÁRIA;R$ 27.500,00
VW GOL 1.0 2010/2010 VERMELHO;LLE1569;213503921;COMPRADO NA ESPLACAR;;;RENAVE;R$ 17.000,00
VW SPACEFOX TREND GII 2011/2012 PRETO;ODD2107;409266566;COMPRADO NA TROCA DO KA SEDAN PPK9D92;;;MESA;R$ 30.000,00
FORD KA 1.0 2019/2019 PRATA;QQI2D63;1184924845;COMPRADO NA LIDER CVC VITORIA;;100832;RENAVE;R$ 35.000,00
FORD FIESTA FLEX 2014/2014 BRANCO;OYF5H18;999356399;COMPRADO PARTICULAR NA TROCA DO VOYAGE MTW6G40;;;RENAVE;R$ 25.000,00
VW FOX 1.0 2008/2008 PRATA;MRV6I73;953828980;COMPRADO NA VESSA VILA VELHA 24/09/2024;24/09/2024;;RENAVE;R$ 19.200,00
VW GOL 1.0 GIV 2010/2011 PRATA;HOG7679;232708320;COMPRADO NA ESPLACAR;;;MESA;R$ 16.000,00
FORD FIESTA FLEX 2007/2008 PRATA;MRG8G53;923189416;COMPRADO NA PRIME VITORIA 04/09/2024;09/04/2024;;RENAVE;R$ 12.500,00
HONDA PCX 150 ABS 2020/2020 CINZA;RBC0A04;1235981972;COMPRADO NA TROCA DO HB20 AT LLY3F20;;;RENAVE;R$ 13.000,00
FIAT PALIO ELX 2008/2008 PRATA;MRY8081;958666300;COMPRADO NA ESPLACAR;;;RENAVE;R$ 21.000,00
FORD FIESTA 1.6 FLEX 2009/2009 PRATA;NMP3C86;136122396;COMPRADO NA TROCA DO HB20 AT LLY3F20;;;RENAVE;R$ 20.000,00
FIAT GRAND SIENA 1.4 2013/2014 PRETO;OVL7F37;599149531;COMPRADO NA ESPLACAR;;;RENAVE;R$ 30.000,00
FIAT SIENA FIRE 2011/2012 PRATA;HOEW8F69;329450166;COMPRADO NA BYD VILA VELHA;;;RENAVE;R$ 19.500,00
FIAT PUNTO ELX 2009/2009 VERMELHO;MSJ4C33;130617580;COMPRADO PARTICULAR LUCIO;;;RENAVE;R$ 19.000,00
VW FOX 2013/2014 1.6 PRATA;OVL8D74;595869807;COMPRADO NA KURUMA VILA VELHA;;;RENAVE;R$ 28.000,00
FORD KA 1.0 HÁ 2017/2018 PRATA;KRW7I76;1118825427;COMPRADO NA PODIUM CAMPOS 27/09/2024;27/09/2024;136783;MESA;R$ 34.150,00
VW GOL 1.6 2011/2012 PRATA;EPX7C99;345244117;COMPRADO NA TRILHA VITORIA;;142000;RENAVE;R$ 20.000,00
VW GOL 1.0 2008/2008 PRATA;MRT9508;951167316;COMPRADO NA TROCA DO NEW FIESTA OYD2134;;;RENAVE;R$ 14.000,00
FIAT UNO MILLE FIRE FLEX 2005/2006 PRATA;LSM1D81;861417470;COMPRADO NA ESPLACAR;;;RENAVE;R$ 7.500,00
FIAT SIENA FIRE FLEX 2006/2007 PRATA;JMA0G04;90004231;COMPRADO NA TROCA DO GOL HOG7679;;PRANCHA;RENAVE;R$ 5.000,00
FIAT UNO WAY 1.0 2011/2012 PRETO;LQA7H79;372215734;COMPRADO NA ESPLACAR;;;MESA;R$ 20.000,00
FIAT UO ATRACTIVE 1.0 2021/2021 BRANCO;RMQ8H00;1258047435;COMPRADO NA EXCLUSIVA;;99852;RENAVE;R$ 39.500,00
CITROEN C3 90M TENDANCE 2013/2013 BRANCO;ODS6209;508503680;COMPRADO NA EXCLUSIVA;;;RENAVE;R$ 20.000,00
HONDA FIT LX FLEX 2008/2008 PRATA;MRY5F58;985045531;COMPRADO NA VM COMERCIO DE VEICULOS SERRA;;;RENAVE;R$ 23.000,00
CITROEN C3 GLX 1.4 FLEX 2011/2011 PRETO;MTY1B49;324879636;COMPRADO NA ESPLACAR;;;RENAVE;R$ 13.000,00
FORD FIESTA SEDAN 1.0 FLEX 2006/2007 PRATA;MQY 7D85;904262537;COMPRADO NA VITORIA AUTO SALES;;;RENAVE;R$ 14.500,00
GM ONIX 1.4 LTZ 2013/2013 VERMELHO;ODS0D86;508067138;COMPRADO NA PRIME SERRA;;;RENAVE;R$ 37.000,00
HYUNDAI HB20 1.6 AT 2013/2014 BRANCO;OWP0I09;598954562;COMPRADO NA ESPLACAR;;;CONCESSIONÁRIA;R$ 42.000,00
FORD FIESTA SEDAN 1.6 FLEX 2012/2012 PRATA;ODJ0D15;468248757;COMPRADO NA TROCA DA SPIN ODO1D14;;;RENAVE;R$ 22.700,00
GM ONIX 1.0 LT 2015/2016 CINZA;PWY8895;1069663023;COMPRADO NA LIDER CVC SERRA 25/09/2024;25/09/2024;;RENAVE;R$ 34.800,00
FORD KA SE 1.0 2017/2018 PRATA;KPW7I76;1118825427;COMPRADO NA PODIUM CAMPOS;;;MESA;R$ 34.150,00
RENAULT CLIO CAM 1.0 2010/2010 PRATA;MTX1C40;273515640;COMPRADO NA TROCA DO HB20 1.6 OWP0I09;;;MESA;R$ 15.000,00
FORD FIESTA 1.0 2004/2004 BRANCO;MQB8174;835257568;COMPRADO NA TROCA DO COBALT ODT1G13;;;MESA;R$ 10.000,00
FIAT SIENA FIRE FLEX 2011/2012 PRATA;HOE8F69;329450166;COMPRADO NA EV COMERCIO DE VEICUOS VILA VELHA (BYD);;;RENAVE;R$ 19.500,00
HYUNDAI HB20 1.0 COMFORT 2016/2017 BRANCO;PPQ6G23;1102646560;COMPRADO NA KURUMA VITORIA;;;RENAVE;R$ 41.500,00
VW CROSSFOX 2006/2006 AMARELO;LQB1574;880482788;COMPRADO NA TROCA DO GRAND SIENA PPH9D42;;;RENAVE;R$ 19.000,00
VW NOVO GOL 1.0 TL MV 2016/2017 VERMELHO;PPO7H20;1103257444;COMPRADO NA TROCA DO STRADA PPI0D34;;KM 164963;RENAVE;R$ 35.000,00
FORD FIESTA SEDAN FLEX 2006/2007 PRATA;MQY7D85;904262537;COMPRADO NA TRILHA VITORIA;;;RENAVE;R$ 14.100,00
FORD NEW FIESTA 1.6 2013/2014 PRATA;KPL5H70;551983493;COMPRADO NA PODIUM CAMPOS;;;MESA;R$ 33.200,00
HONDA CIVIC LX 2003/2003 DOUDADO;LOM6J49;798342838;COMPRADO NA TROCA DO NEW FIESTA KPL5H70;;;MESA;R$ 15.000,00
HYUNDAI HB20 1.6 COMFORT 2013/2014 PRETO;OVL7H96;594192102;COMPRAOD NA KURUMA LINHARES;;;RENAVE;R$ 36.500,00
GM ONIX 1.4 LTZ 2014/2015 NBRANCO;OXI1B70;1006200743;COMPRADO NA PRIME NORTE SUL AUTOMOVEIS;;;RENAVE;R$ 44.500,00
VW VOYAGE 1.0 2012/2013 PRATA;ODM2C93;485596075;COMPRADO NA TROCA DO PRISMA PPP5B04;;;RENAVE;R$ 26.000,00
GM ONIX 1.4 LT 2014/2015 BRANCO;OYE5F83;1014254229;COMPRADO NA EXCLUSIVA;;98067;MESA;R$ 34.000,00
FORD KA SEDAN SE 1.0 2019/2020 PRATA;QRG7A86;1221760944;COMPRAOD NA HONDA SHORI 29/10/2024;29/10/2024;;RENAVE;R$ 37.800,00
KIA SOUL EX 1.6 2011/2012 PRATA;ODB8A96;376154829;COMPRADO NA KURUMA VILA VELHA 28/10/2024;28/10/2024;;RENAVE;R$ 31.000,00
GM PRISMA 1.4 LT 2013/2013 CINZA;KPK4F38;540436100;COMPRADO PARTICULAR;;;RENAVE;R$ 35.000,00
HYUNDAI TUCSON GL 2009/2010 PRATA;KKN2F50;81312204;COMPRADO NA EXCLUSIVA;;;RENAVE;R$ 23.000,00
VW GOL 1.0 2007/2008 BRANCO;MRG7389;924149418;COMPRADO NA TROCA DO FIESTA MTR8492;;;RENAVE;R$ 13.500,00
FORD FIESTA 1.6 2006/2007 PRATA;MQZ2F79;903931516;COMPRAOD NA TROCA DO ECOSPORT FBX5J83;;;RENAVE;R$ 15.000,00
HONDA XR TORNADO 2006/2007 AMARELA;MQX1997;900311894;COMPRADO NA TROCA DO FIESTAMQB8179;;;RENAVE;R$ 8.000,00
GM ASTRA 2004/2005 PRATA;MQA8D18;830970584;JOSE CARLOS;;;MESA;R$ 11.000,00
FIAT PALIO WEEK TREKING 2009/2009 CINZA;MSN2J66;120650410;COMPRADO NA TROCA DO VOYAGE PWY0G43;;;RENAVE;R$ 22.000,00
FIAT SIENA EL FLEX 2011/2012 PRETO;MTW6H75;390345288;COMPRADO NA ESPLACAR;;;RENAVE;R$ 22.000,00
GM PRISMA MAXX 2008/2008 BRANCO;MRZ1A91;963625977;COMPRADO NA EV COMERCIA DE VEICULOS (BYD SERRA);;;RENAVE;R$ 19.000,00
GM ONIX 1.4 LT 2014 2015 AZUL;PPE4F58;1036832411;COMPRADO NA PODIUM VITORIA;;;RENAVE;R$ 36.200,00
FORD ECOSPORT 2004/2005 PRATA;GWH4G00;846525461;COMPRADO NA TROCA DO HONDA FIT HMY0D29;;LUCAS;RENAVE;R$ 14.000,00
VW POLO SEDAN 1.6 2004/2004 PRETO;JGI8630;820566985;COMPRADO PARTICULAR;;LUCAS;RENAVE;R$ 8.000,00
RENAULT SANDERO 1.0 2016/2016 BRANCO;PPQ5C16;1103814084;COMPRADO DO LUCAS REVENDEDOR;;;RENAVE;R$ 28.000,00
FORD FIESTA 1.6 FLEX 2010/2011 PRETO;MTS3B82;269785604;COMPRADO PATRICULAR - THOMAS 27 - 998319116;;;RENAVE;R$ 20.000,00
FORD FIESTA SEDAN 2010 2011 PRATA;MTR5C94;28975638;COMPRADO NA TROCA DO GRAND SIENA OPE9A79;;;RENAVE;R$ 10.000,00
FIAT UNO WAY 1.4 2011/2012 VERMELHO;OCY2J57;332895726;COMPRADO NA EV COMERCIO DE VEICULOS;;;RENAVE;R$ 24.500,00
VW FOX 1.6 GII 2013/2014 PRATA;OVL8D74;595869807;COMPRADO NA TROCA DO FOX OVL8D74;;;RENAVE;R$ 50.000,00
FIAT IDEA ESSENCE 1.6 2013/2014 CINZA;KPT3731;597598088;COMPRAOD NA PODIUM CAMPOS;;;CONCESSIONÁRIA;R$ 28.000,00
FIAT IDEA ATRACTIVE 1.4 2010/2011 PRATA;MTU7J96;258520884;COMPRADO NA KURUMA SERRA 19/11/2024;19/11/2024;;RENAVE;R$ 22.000,00
FORD FIESTA 1.0 FLEX ANO 2013 2013 COR BRANCA;OVE3F60;531531953;COMPRADO NA KURUMA LINHARES;;;RENAVE;R$ 21.000,00
GM ONIX 1.4 LT 2013 2014 COR VERMELHA;LLY5E61;592513530;COMPRADO NA PODIUM JEEP CAMPOS;;;RENAVE;R$ 38.150,00
FIAT PALIO EL 1997/1998 BRANCO;MQQ2541;713833220;COMPRADO NA TROCA DO SIENA EL MTW6H75;;;RENAVE;R$ 4.000,00
PEUGEOT SW 206 1.6 FELINE 2005/2006 PRATA;HDQ1584;871700654;COMPRADO NA TROCA DO VOYAGE ODM2C93;;;RENAVE;R$ 4.000,00
HONDA FIT EX AT 2015/2016 PRETO;PPL7F42;1070467860;COMPRADO NA TROCA DO FOX OVL7D84;;;RENAVE;R$ 50.000,00
FIAT PALIO ELX FLEX 2008/2009 PRATA;MSL9H07;113480970;COMPRADO NA TROCA DO HONDA FIT MRY5F58;;;RENAVE;R$ 18.000,00
HONDA BIZ 125 2016/2016 PRETA;PPK8I72;1098435076;COMPRADO NA TROCA DO SIENA HOE8F69;;;RENAVE;R$ 10.000,00
VW GOL 1.0 2007/2007 PRETO;HBQ7A78;917602749;COMPRADO NA ORVEL SERRA;;;RENAVE;R$ 13.400,00
FIAT SIENA EL 1.0 2013/2014 BRANCO;OVI4H87;593412133;COMPRADO NA TROCA DO TUCSON KKN2F50;;;RENAVE;R$ 22.500,00
GM CORSA MILLENIUM 2001/2002 BRANCO;MSB5F99;766506797;COMPRADO NA TROCA DO FIESTA OVE3F60;;;RENAVE;R$ 5.000,00
TOYOTA COROLLA XEI 2004/2004 PRETO;MPT7C47;826983103;COMPRADO NA TROCA DO KA SEDAN QRG7A86;;;RENAVE;R$ 32.000,00
FIAT UNO MILLE FIRE 2006/2007 BRANCO;MRA6269;90888198;COMPRADO NA TROCA DO CROSSFOX OVJ8873;;;RENAVE;R$ 10.000,00
VW VOYAGE 1.6 CITY 2013/2014 BRANCO;OQR2892;567583007;COMPRADO NA PODIUM CAMPOS;;;MESA;R$ 29.150,00
TOYOTA COROLLA XEI 2005/2005 PRATA;MQI4699;853348960;COMPRADO NA ESPLACAR;;;MESA;R$ 25.000,00
VW GOL 1.6 POWER 2002/2003 CINZA;JFM1211;797725580;COMPRADO NA TROCA DO VOYAGE OQR2892;;;MESA;R$ 10.000,00
GM MONTANA LS 2015/2015 PRATA;PWH8G23;1055555908;COMPRADO NA VITORIAWAGEM;;144899;MESA;R$ 35.000,00
FIAT STRADA ADV 2008/2009 VERMELHA;JHD6569;98863908;COMPRADO NA CVC SERRA;;;PENDÊNCIA NA CONCESSIONÁRIA CVC COLATINA (RODRIGO);R$ 29.000,00
HONDA BIZ EX 2011/2011 AMARELA;OCX7J53;339353791;COMPRADO NA TROCA DO UNO LQA7H79;;;MESA;R$ 9.000,00
YAMAHA YS 150 FAZER SED 2021/2022 PRETA;RQO4J17;1288733604;COMPRADO NA TROCA DA SPACEFOX ODD2107;;;;R$ 14.000,00
GM COBALT 1.4 LT 2016/2017 PRATA;GKD8I30;1104539222;COMPRADO NA PREMIUM VILA VELHA;;;AGUARDANDO CONCESSIONÁRIA ENVIAR CRLV;R$ 40.350,00
GM CELTA 1.0 4P SPIRIT 2010/2011 PRATA;MTV0F75;267422610;COMPRADO NA TROCA DO CELTA OXJ6G21;;;RENAVE;R$ 19.200,00
FIAT PALIO ELX 2004//2005 PRATA;NFJ6491;845040138;COMPRADO NA EXCLUSIVA;;;AGUARDANDO DOC DA EXCLUSIVA;R$ 13.000,00
VW GOLF SPORTLINE 2008/2008 VERMELHO;MSB6207;968217605;COMPRADO NA VITORIAWAGEM GUARAPARI;;;AGUARDANDO DOC DA RECREIO (MARLON);R$ 29.000,00
HYUNDAI HB20 1.0 COMFORT 2017/2018 BRANCO;PPW0948;1138076772;COMPRADO NA PRIME VILA VELHA;;100826;RENAVE;R$ 43.000,00
TOYOTA COROLLA GLI AT 2010/2011 BEGE;NTF0I97;"201361337 
";COMPRADO NA KURUMA LINHARES;;;RENAVE;R$ 46.500,00
RENAULT KWID 1.0 ZEN 2022/2023 PRATA;SFQ0B18;1320305560;COMPRADO NA VIX ARACRUZ;;38468;AGUARDANDO DOC DA VIX;R$ 39.000,00
VW FOX 1.0 GII 2012/2013 CINZA;ODN5A79;488643902;COMPRADO NA LIDER CVC EM 19/12/2024;19/12/2024;;RENAVE;R$ 29.200,00
FIAT UNO VIVACE 1.0 2013 2014 CINZA;OWI7H01;593103220;COMPRADO NA KURUMA VITORIA;;;RENAVE;R$ 27.000,00
FIAT IDEA ELX FLEX 2007/2008 CINZA;MRR5690;941448754;COMPRADO NA ESPLACAR;;;RENAVE;R$ 17.000,00
FIAT PALIO ELX FLEX 2008/2009 VERMELHO;MSJ2C19;985232838;COMPRADO NA FURLAN;;128484;MESA;R$ 15.000,00
TOYOTA ETIOS SE XLS 2013/2013 PRATA;OVJ9338;576055263;COMPRADO NA KURUMA VILA VELHA;;;RENAVE;R$ 29.000,00
RENAULT KWID 1.0 ZEN 2019/2019 BRANCO;QRF8D22;1184518561;COMPRADO NA KURUMA VILA VELHA;;93725;RENAVE;R$ 33.000,00
FIAT SIENA 1.0 2009/2010 PRETO;MSX4507;166560952;COMPRADO NA TROCA DO ETIOS OVJ9338;;;AGUARDANDO CLIENTE TRAZER RECIBO;R$ 17.000,00
GM CELTA 1.0 2011/2012 BRANCO;ODB1955;349601976;COMPRADO NA ESPLACAR;;;RENAVE;R$ 20.500,00
VW VOYAGE 1.6 2012/2013 BRANCA;ODO5F72;493514813;COMPRADO NA PREMIUM COLATINA;;;RENAVE;R$ 25.550,00
FORD FOCUS 2.0 2002/2002 PRATA;MSE7335;781262682;COMPRADO NA TROCA DO C3 ODS6209;;;RECIBO COM CLIENTE;R$ 5.000,00
FIAT PALIO FIRE ECONOMY 2009/2010 PRATA;MSR5081;143561480;COMPRADO NA TROCA DO CIVIC LOM6J49;;;MESA;R$ 18.000,00
HONDA CG 160 TITAN 2019/2019 PRATA;EKD8H09;1186210211;COMPRADO NA TROCA DO UNO GDM0I72;;;MESA;R$ 10.000,00
RENAULT KWID ZEN 1.0 2019/2020 PRATA;QRH7G76;1224800300;COMPRAOD NA KURUMA VITORIA;;;RENAVE;R$ 35.000,00
FORD FIESTA 1.6 FLEX 2009/2009 PRATA;HKJ4C54;127593888;COMPRADO NA PRIME LINHARES;;;RENAVE;R$ 21.500,00
VW POLO SEDAN 1.6 COMFORT 2013/2014 PRETO;OVL4788;593769236;COMPRADO NA VITORIAWAGEM VITORIA;;;RENAVE;R$ 36.400,00
GM COBALT 1.8 LTZ 2014/2015 PRATA;KXG5E29;1034365379;COMPRADO NA POSIUM CAMPOS;;;AGUARDANDO RECIBO DA PODIUM;R$ 33.150,00
HYUNDAI HB20 1.0 COMFORT 2015/2015 BRANCO;FGW2H87;1059989368;COMPRADO NA EXCLUSIVA;;;AGUARDANDO DOCUMENTAÇÃO DA EXCLUSIVA;R$ 33.500,00
HONDA NXR160 BROS ESDD 2024/2024 PRETA;SFV3C70;1402198890;COMPRADA NA TROCA DO FOX ODN5A79;;;RENAVE;R$ 18.500,00
GM AGILE LTZ 2010/2010 PRETO;MTC3D11;194890236;COMPRADO NA TROCA DO KWID QRH7G76;;;RENAVE;R$ 26.700,00
FIAT IDEA ADV 1.8 2013/2014 BRANCA;OVJ0C16;567181138;COMPRADO NA KURUMA VILA VELHA 26/12/2024;26/12/2024;;RENAVE;R$ 26.500,00
FORD KA FLEX 2008/2009 RETO;KOU2B91;118191403;COMPRADO NA TROCA DO SIENA MSX4507;;;RENAVE;R$ 10.000,00
FIAT STRADA WORKING 2014/2014 BRANCA;OYI6G19;1008905540;COMPRADO NA PRIME VILA VELHA;;;RENAVE;R$ 34.000,00
GM PRISMA 1.4 LT 2011/2012 CINZA;OCW4487;328589012;COMPRADO NA KURUMA VILA VELHA 26/12/2024;26/12/2024;;RENAVE;R$ 26.000,00
GM COBALT 1.8 LTZ 2014/2015 PRATA;KXG5E29;1034365379;COMPRAOD NA PODIUM CAMPOS 03/01/2025;01/03/2025;;MESA;R$ 33.150,00
FIAT IDEA ATRACTIVE 1.4 2011/2012 BRANCO;HIZ8F78;397510896;COMPRADO NA VESSA VEICULOS 24/01/2025;24/01/2025;;RENAVE;R$ 25.700,00
GM PRISMA 1.4 LT ANO 2013 2013 COR BRANCA;OUH8J15;543293238;COMPRADO NA ORVEL SÃO MATHUES;;;RENAVE;R$ 34.300,00
HYUNDAI HB20 1.0 COMFORT 2013/2014 BRANCO;LRC3782;683511912;COMPRADO NA PODIUM DE CAMPOS;;;CONCESSIONÁRIA;R$ 31.150,00
FIAT PALIO FIRE WAY 2015/2016 BRANCO;PPJ7I64;1067142352;COMPRADO NA SEMINOVOS SUPERNOVO SÃO MATHEUS;;;RENAVE;R$ 28.600,00
VW FOX 1.0 BLUEMOTION GII 2013/2014 BRANCA;OYE1I91;708848761;COMPRAOD NA TROCA DO HB20 QPD8A35;;;RENAVE;R$ 35.000,00
HONDA CB 250 TWISTER 2021/2021;RQP5A49;1284298741;COMPRADA NA TROCA DO FIESTA SEDAN MQY7D85;;;MESA;R$ 16.700,00
GM ONIX JOY 1.0 2017/2017 BRANCO;PZD5D28;1111028653;COMPRADO NA PRIME SERRA;;;RENAVE;R$ 38.000,00
GM CELTA 2P LIFE 2008/2009 PRATA;KXZ2D66;120614537;COMPRADO NA PODIUM CAMPOS 08/02/2024;02/08/2024;;CONCESSIONÁRIA;R$ 13.650,00
VW GOL 1.0 2018/2019 BRANCO;PPZ9B48;1162883119;COMPRADO NA TROCA DO COROLLA NTF0I97;;139539;RENAVE;R$ 37.000,00
VW SPACEFOX 2007/2007 PRATA;MRB9J73;913496502;COMPRADO NA TROCA DO FOX OYE1I91;;;RENAVE;R$ 22.000,00
FIAT STRADA FIRE FLEX 2011/2011 BRANCA;MTW6841;305267159;COMPRADO NA ESPLACAR;;;RENAVE;R$ 22.000,00
FORD FIESTA SEDAN 1.6 FLEX 2012/2013 PRATA;LQJ7487;478272197;COMPRADO NA PODIUM CAMPOS 10/02/2025;02/10/2025;;CONCESSIONÁRIA;R$ 26.000,00
VW GOL 1.6 2011/2011 BRANCO;MTW7D52;305009583;COMPRADO NA PREMIUM VILA VELHA;;;RENAVE;R$ 25.750,00
HONDA CG 160 START 2021/2021 VERMELHA;RQT9J83;1269146197;COMPRADA NA TROCA DO FIESTA 1.6 HKJ4C54;;;RENAVE;R$ 12.100,00
RENAULT SANDERO AUTH 1.0 2017/2018 PRATA;QNJ3F64;1135283343;COMPRADO NA ESPLACAR;;;RENAVE;R$ 31.000,00
FORD KA SEDAN 1.0 2019/2019 PRATA;QRJ0F10;1198827537;COMPRADO NA PODIUM VILA VELHA;;;RENAVE;R$ 42.100,00
VW GOL 1.0 2003/2003 PRATA;LOU1815;809082730;COMPRADO NA TRILHA VITORIA;;;ESPERANDO 2ª VIA DA CONCESSIONÁRIA;R$ 7.000,00
FIAT PALIO 16V 1997/1998 CINZA;MPZ;690392400;COMPRADO NA TROCA DO PALIO KGW7621;;;RENAVE;R$ 4.000,00
FIAT PUNTO ESSENCE 1.6 2012/2013 CINZA;ODM1B48;483212024;COMPRADO NA TAI VITORIA 18/02/2025;18/02/2025;;RENAVE;R$ 30.600,00
VW FOX 1.0 GII 2013/2014 BRANCO;LRE3E57;995055521;COMPRAOD NA TAI VITORIA 18/02/2025;18/02/2025;KM 143.860;RENAVE;R$ 30.400,00
FORD KA SE 1.0 SEDAN 2019/2020 BRANCO;QRJ5H80;1201907435;COMPRADO NA KURUMA VILA VELHA 14/02/2025;14/02/2025;;RENAVE;R$ 42.000,00
HYUNDAI HB20 1.0 COMFORT 2014/2015 VERMELHO;LUT4D32;1029447842;COMPRADO NA PRIME VITORIA 17/02/2025;17/02/2025;;RENAVE;R$ 38.500,00
VW VOYAGE TL 1.6 2015/2015 PRATA;PXM0D68;1080626872;COMPRADO NA KURUMA VILA VELHA 28/01/2025;28/01/2025;KM 125.723;RENAVE;R$ 36.500,00
KIA SOUL EX 1.6 2010/2010 BRANCO;NTK1C44;213368153;COMPRADO NA ESPLACAR;;;RECIBO NA ESPLACAR;R$ 32.000,00
FIAT PALIO ATRCTIVE 1.0 2012/2013 CINZA;ODK8D47;479840814;COMPRADO NA PRIME VILA VELHA 17/02/2024;17/02/2024;KM 142.079;RENAVE;R$ 28.500,00
KIA PICANTO 1.0 2011/2012 VERMELHO;LLO9223;377647705;COMPRADO NA LIDER CVC VITORIA;;KM 75962;RENAVE;R$ 32.200,00
VW GOL 1.0 2013/2013 CINZA;OTH8D32;528171917;COMPRADO NA PRIME VILA VELHA;;;RENAVE;R$ 19.500,00
GM CLASSIC SPIRIT 2008/2008 CINZA;MQP6790;878932658;COMPRADO NA TROCA DO SANDERO QNJ3F64;;;RECIBO COM CLIENTE;R$ 14.000,00
KIA SOUL 1.6 2010/2011 VERMELHO;NVX4B99;311936725;COMPRADO NA VITORIAWAGEM GUARAPARI;;;CONCESSIONÁRIA;R$ 27.000,00
GM ONIX 2014/2015 AUT PRATA;LRV8G59;1039920460;COMPRADO NA TROCA DO HB20 PPW0J48;;;MESA;R$ 44.000,00
VW FOX PRIME 1.6 GII 2012/2013 PRETO;ODK7230;475449665;COMPRADO NA RECREIO VITORIA;;;RENAVE;R$ 34.700,00
GM COBALT 1.8 LTZ 2012/2013 PRATA;ODR0C18;504793268;COMPRADO NA V M COMERCIO DE VEICULOS SERRA;;KM 212827;RENAVE;R$ 31.000,00
VW FOX GII 2014/2014 PRATA;OYK8E32;1017143177;COMPRADO NA PREMIUM COLATINA;;;RENAVE;R$ 33.700,00
FIAT PALIO SPORTING 1.6 2012/2013 AMARELO;ODE2G99;450398200;COMPRADO NA PODIUM VITORIA 26/02/2025;26/02/2025;KM 107690;RENAVE;R$ 31.350,00
GM ONIX 2019/2019 1.0 JOY PRETO;QRI0I94;1193382090;COMPRADO NA LIDER CVC VITORIA 24/02/2025;24/02/2025;;RENAVE;R$ 42.800,00
HONDA FIT LXL 2008/2008 CINZA;JRN0G20;977908020;COMPRADO NA TROCA DO UNO RMQ8H00;;KM 147387;RENAVE;R$ 27.000,00
FIAT IDEA ADV 2008/2008 PRETO;MRY8B48;960154817;COMPRADO NA TROCA DO SPACEFOX MRB9J73;;;RENAVE;R$ 20.000,00
GM ONIX 1.0 LT 2019/2019 BRANCO;QRG2F58;1187123258;COMPRADO NA VM COMERCIO DE VEICULOS VITORIA;;;RENAVE;R$ 46.000,00
VW GOL 1.6 CITY I MOTION 2014/2014 BRANCO;OYE2D39;683808192;COMPRADO NA TROCA DO ONIX LRV8G59;;KM 172604;RENAVE;R$ 29.900,00
GM IDEA ESSENCE 1.6 DL 2012/2012 PRATA;LLR7I82;473404966;COMPRADO NA TROCA DO ONIX LRV8G59;;;RENAVE;R$ 24.000,00
GM AGILE LTZ 1.4 2010/2010 PRETO;MTE8871;206493002;COMPRADO NA CVC GUARAPARI;;;CONCESSIONÁRIA (PENDENTE);R$ 25.000,00
VW UP HIGH 2014/2015 PRETO;OYF7J15;95790310;COMPRADO PARTICULAR ISADORA - 27 999081974;;KM 201879;RENAVE;R$ 30.000,00
FIAT PALIO FIRE ECONOMY 2012/2012 BRANCO;ODF2556;462689000;COMPRADO NA TROCA DO ONIX QRG2F58;;;RENAVE;R$ 18.000,00
GM ONIX 1.0 LT 2019/2019 BRANCO;QRG2F58;1187123258;COMPRADO NA VM COMERCIO VITORIA;;;RENAVE;R$ 46.000,00
VW GOL 1.0 2008/2009 PRATA;MSK0B92;987355295;COMPRADO NA TROCA DO IDEA HIZ8F78;;KM 151.110;RENAVE;R$ 10.000,00
FIAT IDEA ESSENCE 1.6 DL 2012/2013 BRANCA;JJL1C30;477284507;COMPRADO NA TROCA DO KIA SOUL BRANCO NTK1C44;;;RENAVE;R$ 20.000,00
FIAT PALIO ATRACTIVE 1.4 2012/2013 PRETO;KYA3918;503665690;COMPRADO NA TROCA DO GOL PPZ9B48;;;RENAVE;R$ 30.000,00
FIAT GRAND SIENA ESSENCE 1.6 2015/2016 PRATA;PPG5G57;1057103311;COMPRADO NA TROCA DO KWID QRF8D22;;;RENAVE;R$ 30.000,00
TOYOTA ETIOS HB XS 1.5 2014/2014 PRATA;LMB3976;1009726320;COMPRADO NA PODIUM CAMPOS 17/03/2025;17/03/2025;KM 108525;CONCESSIONÁRIA;R$ 33.100,00
FIAT PALIO ATRACTIVE 1.0 2012/2013 CINZA;ODJ7E33;470469650;COMPRADO NA HONDA SHORI VITORIA 28/02/2025;28/02/2025;;RENAVE;R$ 26.500,00
